Burden of Disease,https://ourworldindata.org/grapher/asthma-prevalence,https://ourworldindata.org/grapher/dalys-rate-from-all-causes,https://ourworldindata.org/grapher/burden-of-disease-by-cause,https://ourworldindata.org/grapher/burden-of-disease-from-injuries-by-age,https://ourworldindata.org/grapher/daly-rates-from-all-causes-by-age,https://ourworldindata.org/grapher/pneumonia-risk-factors,https://ourworldindata.org/grapher/burden-of-disease-rates-from-communicable-neonatal-maternal-nutritional-diseases,https://ourworldindata.org/grapher/burden-of-disease-rates-from-injuries,https://ourworldindata.org/grapher/burden-of-disease-rates-from-ncds,https://ourworldindata.org/grapher/death-rates-from-pneumonia-and-other-lower-respiratory-infections-vs-gdp-per-capita,https://ourworldindata.org/grapher/pneumonia-and-lower-respiratory-diseases-deaths,https://ourworldindata.org/grapher/diabetes-prevalence,https://ourworldindata.org/grapher/diabetes-prevalence-vs-gdp-per-capita,https://ourworldindata.org/grapher/disability-adjusted-life-years-due-to-communicable-diseases-per-100000,https://ourworldindata.org/grapher/disease-burden-by-age,https://ourworldindata.org/grapher/disease-burden-by-risk-factor,https://ourworldindata.org/grapher/disease-burden-to-communicable-diseases-vs-gdp,https://ourworldindata.org/grapher/disease-burden-from-communicable-diseases-by-age,https://ourworldindata.org/grapher/disease-burden-from-communicable-diseases,https://ourworldindata.org/grapher/disease-burden-from-injuries,https://ourworldindata.org/grapher/disease-burden-from-ncds,https://ourworldindata.org/grapher/disease-burden-from-ncds-by-age,https://ourworldindata.org/grapher/dalys-to-ncds-vs-gdp,https://ourworldindata.org/grapher/disease-burden-vs-health-expenditure-per-capita,https://ourworldindata.org/grapher/disease-burden-by-region,https://ourworldindata.org/grapher/hepatitis-b-incidence-sdgs,https://ourworldindata.org/grapher/life-expectancy-vs-expected-years-lived-with-disability,https://ourworldindata.org/grapher/lymphatic-filariasis-world-map-of-the-who-status,https://ourworldindata.org/grapher/lymphatic-filariasis-treated-population-and-population-that-requires-treatment-but-is-not-treated,https://ourworldindata.org/grapher/number-of-deaths-from-diarrheal-diseases-by-risk-factor-for-under-5s,https://ourworldindata.org/grapher/share-of-disease-burden-from-ncds-vs-gdp,https://ourworldindata.org/grapher/share-of-disease-burden-from-communicable-diseases-vs-gdp,https://ourworldindata.org/grapher/share-of-total-disease-burden-by-cause,https://ourworldindata.org/grapher/total-disease-burden-by-cause,https://ourworldindata.org/grapher/years-lived-with-disability-vs-gdp-per-capita
Business Environment,https://ourworldindata.org/grapher/female-employment-in-management,https://ourworldindata.org/grapher/new-business-density,https://ourworldindata.org/grapher/share-firms-top-female-manager,https://ourworldindata.org/grapher/power-outages-in-firms-per-month,https://ourworldindata.org/grapher/share-of-people-who-prefer-a-male-vs-a-female-boss,https://ourworldindata.org/grapher/share-of-people-who-report-having-intentions-to-start-business,https://ourworldindata.org/grapher/share-of-women-who-prefer-a-male-boss-vs-share-of-men-who-prefer-a-male-boss,https://ourworldindata.org/grapher/time-required-to-start-business
CO2 and Greenhouse Gas Emissions,https://ourworldindata.org/grapher/annual-co2-emissions-per-country,https://ourworldindata.org/grapher/annual-co2-cement,https://ourworldindata.org/grapher/annual-co2-coal,https://ourworldindata.org/grapher/annual-co2-flaring,https://ourworldindata.org/grapher/annual-co-emissions-by-region,https://ourworldindata.org/grapher/annual-co2-gas,https://ourworldindata.org/grapher/annual-co2-oil,https://ourworldindata.org/grapher/co2-gdp-growth,https://ourworldindata.org/grapher/change-co2-annual-pct,https://ourworldindata.org/grapher/annual-share-of-co2-emissions,https://ourworldindata.org/grapher/consumption-co2-per-capita-equity,https://ourworldindata.org/grapher/per-capita-co2-vs-average,https://ourworldindata.org/grapher/co2-concentration-long-term,https://ourworldindata.org/grapher/temperature-anomaly,https://ourworldindata.org/grapher/co2-emissions-by-fuel-line,https://ourworldindata.org/grapher/CO2-by-source,https://ourworldindata.org/grapher/co-emissions-by-sector,https://ourworldindata.org/grapher/co-emissions-embedded-in-global-trade,https://ourworldindata.org/grapher/share-co2-embedded-in-trade,https://ourworldindata.org/grapher/co2-emissions-aviation,https://ourworldindata.org/grapher/co2-emissions-vs-gdp,https://ourworldindata.org/grapher/co2-per-capita-vs-renewable-electricity,https://ourworldindata.org/grapher/co-emissions-per-capita-vs-the-share-of-people-living-in-extreme-poverty,https://ourworldindata.org/grapher/co2-mitigation-15c,https://ourworldindata.org/grapher/co2-mitigation-2c,https://ourworldindata.org/grapher/co2-income-level,https://ourworldindata.org/grapher/co2-intensity,https://ourworldindata.org/grapher/carbon-emission-intensity-vs-gdp-per-capita,https://ourworldindata.org/grapher/co2-per-unit-energy,https://ourworldindata.org/grapher/carbon-intensity-vs-gdp,https://ourworldindata.org/grapher/co2-emissions-and-gdp,https://ourworldindata.org/grapher/consumption-co2-emissions,https://ourworldindata.org/grapher/consumption-co2-per-capita-vs-gdppc,https://ourworldindata.org/grapher/consumption-co2-emissions-vs-population,https://ourworldindata.org/grapher/consumption-based-carbon-intensity,https://ourworldindata.org/grapher/consumption-vs-production-co2-per-capita,https://ourworldindata.org/grapher/cumulative-co-emissions,https://ourworldindata.org/grapher/cumulative-co2-emissions-region,https://ourworldindata.org/grapher/cumulative-co2-cement,https://ourworldindata.org/grapher/cumulative-co2-coal,https://ourworldindata.org/grapher/cumulative-co2-flaring,https://ourworldindata.org/grapher/cumulative-co2-gas,https://ourworldindata.org/grapher/cumulative-co2-oil,https://ourworldindata.org/grapher/energy-use-per-capita-vs-share-of-population-in-extreme-poverty,https://ourworldindata.org/grapher/food-emissions-supply-chain,https://ourworldindata.org/grapher/global-co-concentration-ppm,https://ourworldindata.org/grapher/global-co2-emissions-fossil-land,https://ourworldindata.org/grapher/global-co2-fossil-plus-land-use,https://ourworldindata.org/grapher/global-co-emissions-if-everyone-lived-like-the-average-citizen-in,https://ourworldindata.org/grapher/food-emissions-life-cycle,https://ourworldindata.org/grapher/global-warming-potential-of-greenhouse-gases-over-100-year-timescale-gwp,https://ourworldindata.org/grapher/green-climate-gcf-fund-pledges,https://ourworldindata.org/grapher/greenhouse-gas-emissions-by-sector,https://ourworldindata.org/grapher/ghg-emissions-by-sector,https://ourworldindata.org/grapher/greenhouse-gas-emissions-from-agriculture,https://ourworldindata.org/grapher/emissions-from-food,https://ourworldindata.org/grapher/ghg-per-protein-poore,https://ourworldindata.org/grapher/ghg-kcal-poore,https://ourworldindata.org/grapher/ghg-emissions-per-capita,https://ourworldindata.org/grapher/ghg-capita-per-day,https://ourworldindata.org/grapher/ghg-per-kg-poore,https://ourworldindata.org/grapher/imported-or-exported-co-emissions-per-capita,https://ourworldindata.org/grapher/kaya-identity-co2,https://ourworldindata.org/grapher/life-expectancy-at-birth-vs-co-emissions-per-capita,https://ourworldindata.org/grapher/meat-consumption-vs-gdp-per-capita,https://ourworldindata.org/grapher/ch4-concentration-long,https://ourworldindata.org/grapher/methane-emissions,https://ourworldindata.org/grapher/methane-emissions-by-sector,https://ourworldindata.org/grapher/n2o-concentration-long,https://ourworldindata.org/grapher/nitrous-oxide-emissions,https://ourworldindata.org/grapher/nitrous-oxide-emissions-by-sector,https://ourworldindata.org/grapher/per-capita-co2-domestic-aviation,https://ourworldindata.org/grapher/per-capita-co2-domestic-aviation-vs-gdp,https://ourworldindata.org/grapher/per-capita-co2-fuel,https://ourworldindata.org/grapher/per-capita-co2-sector,https://ourworldindata.org/grapher/per-capita-co2-cement,https://ourworldindata.org/grapher/per-capita-co2-coal,https://ourworldindata.org/grapher/per-capita-co2-flaring,https://ourworldindata.org/grapher/per-capita-co2-gas,https://ourworldindata.org/grapher/per-capita-co2-oil,https://ourworldindata.org/grapher/co-emissions-per-capita,https://ourworldindata.org/grapher/per-capita-co2-aviation,https://ourworldindata.org/grapher/per-capita-co2-aviation-adjusted,https://ourworldindata.org/grapher/per-capita-co2-domestic-aviation-vs-land-area,https://ourworldindata.org/grapher/per-capita-co2-international-aviation,https://ourworldindata.org/grapher/per-capita-co2-international-flights-adjusted,https://ourworldindata.org/grapher/per-capita-co2-transport,https://ourworldindata.org/grapher/per-capita-co2-emissions-1990-vs-2017,https://ourworldindata.org/grapher/consumption-co2-per-capita,https://ourworldindata.org/grapher/per-capita-ghg-emissions,https://ourworldindata.org/grapher/per-capita-methane-emissions,https://ourworldindata.org/grapher/per-capita-methane-sector,https://ourworldindata.org/grapher/per-capita-nitrous-oxide,https://ourworldindata.org/grapher/per-capita-nitrous-oxide-sector,https://ourworldindata.org/grapher/production-vs-consumption-co2-emissions,https://ourworldindata.org/grapher/prod-cons-co2-per-capita,https://ourworldindata.org/grapher/share-cumulative-co2-oil,https://ourworldindata.org/grapher/share-co2-emissions-aviation,https://ourworldindata.org/grapher/share-global-co2-cement,https://ourworldindata.org/grapher/share-global-co2-coal,https://ourworldindata.org/grapher/share-global-co2-flaring,https://ourworldindata.org/grapher/share-global-co2-gas,https://ourworldindata.org/grapher/share-co2-international-aviation,https://ourworldindata.org/grapher/share-global-co2-oil,https://ourworldindata.org/grapher/share-co2-emissions-vs-population,https://ourworldindata.org/grapher/share-of-cumulative-co2,https://ourworldindata.org/grapher/share-global-cumulative-co2-cement,https://ourworldindata.org/grapher/share-global-cumulative-co2-coal,https://ourworldindata.org/grapher/share-global-cumulative-co2-flaring,https://ourworldindata.org/grapher/share-global-cumulative-co2-gas,https://ourworldindata.org/grapher/share-global-food-emissions,https://ourworldindata.org/grapher/food-share-total-emissions,https://ourworldindata.org/grapher/net-zero-targets,https://ourworldindata.org/grapher/total-ghg-emissions,https://ourworldindata.org/grapher/total-ghg-emissions-excluding-lufc,https://ourworldindata.org/grapher/transport-emissions-city-density,https://ourworldindata.org/grapher/food-transport-emissions,https://ourworldindata.org/grapher/net-zero-target-set,https://ourworldindata.org/grapher/absolute-change-co2
Cancer,https://ourworldindata.org/grapher/cancer-death-rates-by-age,https://ourworldindata.org/grapher/cancer-death-rates-by-type,https://ourworldindata.org/grapher/cancer-death-rates-in-the-us,https://ourworldindata.org/grapher/cancer-deaths-by-type,https://ourworldindata.org/grapher/total-cancer-deaths-by-type,https://ourworldindata.org/grapher/cancer-deaths-by-type-grouped,https://ourworldindata.org/grapher/cancer-incidence,https://ourworldindata.org/grapher/cancer-death-rates,https://ourworldindata.org/grapher/death-rate-from-cancers-vs-average-income,https://ourworldindata.org/grapher/death-rate-from-cancers-vs-extreme-poverty,https://ourworldindata.org/grapher/death-rate-from-cancers-vs-income-inequality,https://ourworldindata.org/grapher/cancer-deaths-by-age,https://ourworldindata.org/grapher/disease-burden-rates-by-cancer-types,https://ourworldindata.org/grapher/disease-burden-rates-from-cancers,https://ourworldindata.org/grapher/five-year-survival-rate-from-liver-cancer,https://ourworldindata.org/grapher/five-year-survival-rates-by-cancer-type,https://ourworldindata.org/grapher/five-year-survival-rates-from-breast-cancer,https://ourworldindata.org/grapher/five-year-survival-rates-from-lung-cancer,https://ourworldindata.org/grapher/breast-cancer-survival-rates-vs-gdp-per-capita,https://ourworldindata.org/grapher/five-year-cancer-survival-rates-by-sex-and-race,https://ourworldindata.org/grapher/five-year-cancer-survival-in-usa,https://ourworldindata.org/grapher/lung-cancer-survival-rate-vs-gdp,https://ourworldindata.org/grapher/lung-cancer-deaths-per-100000-by-sex-1950-2002,https://ourworldindata.org/grapher/lung-cancer-death-rates-males,https://ourworldindata.org/grapher/number-of-people-with-cancer,https://ourworldindata.org/grapher/number-of-people-with-cancer-by-type,https://ourworldindata.org/grapher/number-of-people-with-cancer-by-age,https://ourworldindata.org/grapher/share-of-cancer-deaths-attributed-to-risk-factors,https://ourworldindata.org/grapher/share-of-population-with-cancer,https://ourworldindata.org/grapher/share-of-population-with-cancer-types,https://ourworldindata.org/grapher/share-of-population-with-cancer-by-age,https://ourworldindata.org/grapher/share-of-population-with-cancer-vs-gdp,https://ourworldindata.org/grapher/cancer-deaths-rate-and-age-standardized-rate-index
Capital Formation,https://ourworldindata.org/grapher/age-of-capital-stock
Cardiovascular Diseases,https://ourworldindata.org/grapher/age-standardized-death-rate-cardiovascular-disease,https://ourworldindata.org/grapher/age-standardized-death-rates-from-cardiovascular-disease-vs-gdp-per-capita,https://ourworldindata.org/grapher/share-deaths-heart-disease,https://ourworldindata.org/grapher/male-high-blood-pressure,https://ourworldindata.org/grapher/women-high-blood-pressure
Causes of Death,https://ourworldindata.org/grapher/age-standardized-death-rate-cardiovascular-disease,https://ourworldindata.org/grapher/age-standardized-death-rate-from-non-communicable-diseases,https://ourworldindata.org/grapher/cancer-death-rates-by-age,https://ourworldindata.org/grapher/cancer-death-rates-by-type,https://ourworldindata.org/grapher/cancer-deaths-by-type-grouped,https://ourworldindata.org/grapher/cardiovascular-death-rate-vs-gdp-per-capita,https://ourworldindata.org/grapher/cardiovascular-disease-death-rates-by-age,https://ourworldindata.org/grapher/causes-of-death-in-children-under-5,https://ourworldindata.org/grapher/causes-of-death-in-under-5s,https://ourworldindata.org/grapher/causes-of-death-in-15-49-year-olds,https://ourworldindata.org/grapher/causes-of-death-in-50-69-year-olds,https://ourworldindata.org/grapher/causes-of-death-in-5-14-year-olds,https://ourworldindata.org/grapher/causes-of-death-in-70-year-olds,https://ourworldindata.org/grapher/cholera-deaths-in-great-britain,https://ourworldindata.org/grapher/age-standardized-death-rate-by-cause,https://ourworldindata.org/grapher/road-death-rate-who,https://ourworldindata.org/grapher/dementia-death-rates,https://ourworldindata.org/grapher/cancer-death-rates,https://ourworldindata.org/grapher/cardiovascular-disease-death-rates,https://ourworldindata.org/grapher/diarrheal-disease-death-rates,https://ourworldindata.org/grapher/drowning-death-rates,https://ourworldindata.org/grapher/fire-death-rates,https://ourworldindata.org/grapher/malnutrition-death-rates,https://ourworldindata.org/grapher/death-rate-from-opioid-use,https://ourworldindata.org/grapher/death-rates-road-incidents,https://ourworldindata.org/grapher/tuberculosis-death-rates,https://ourworldindata.org/grapher/tuberculosis-death-rates-by-age,https://ourworldindata.org/grapher/death-rate-from-poisonings,https://ourworldindata.org/grapher/death-rate-from-venomous-animal,https://ourworldindata.org/grapher/death-rates-by-broad-cause-category,https://ourworldindata.org/grapher/death-rates-from-mental-health-and-substance-use-disorders,https://ourworldindata.org/grapher/death-rates-through-the-20th-century,https://ourworldindata.org/grapher/number-of-deaths-by-age-group,https://ourworldindata.org/grapher/total-number-of-deaths-by-cause,https://ourworldindata.org/grapher/cancer-deaths-by-age,https://ourworldindata.org/grapher/cardiovascular-disease-deaths-by-age,https://ourworldindata.org/grapher/dementia-related-deaths-by-age,https://ourworldindata.org/grapher/deaths-from-diarrheal-diseases-by-age,https://ourworldindata.org/grapher/drowning-deaths-by-age-group,https://ourworldindata.org/grapher/fire-deaths-by-age,https://ourworldindata.org/grapher/annual-deaths-from-mental-and-substance-use-disorders,https://ourworldindata.org/grapher/malnutrition-deaths-by-age,https://ourworldindata.org/grapher/road-incident-deaths-by-age,https://ourworldindata.org/grapher/stroke-deaths-by-age,https://ourworldindata.org/grapher/tuberculosis-deaths-by-age,https://ourworldindata.org/grapher/diarrheal-disease-death-rates-by-age,https://ourworldindata.org/grapher/diarrheal-death-rates-vs-sanitation,https://ourworldindata.org/grapher/drowning-death-rate-vs-gdp-per-capita,https://ourworldindata.org/grapher/drowning-death-rates-under-5,https://ourworldindata.org/grapher/drowning-death-rates-by-age,https://ourworldindata.org/grapher/fire-death-rates-by-age,https://ourworldindata.org/grapher/heptatitis-death-rate,https://ourworldindata.org/grapher/incidence-of-venomous-animal-contact,https://ourworldindata.org/grapher/malnutrition-death-rate-vs-gdp-per-capita,https://ourworldindata.org/grapher/mortality-road-injuries,https://ourworldindata.org/grapher/mortality-from-ncds-sdgs,https://ourworldindata.org/grapher/road-deaths-by-type,https://ourworldindata.org/grapher/annual-number-of-deaths-by-cause,https://ourworldindata.org/grapher/number-of-deaths-by-risk-factor,https://ourworldindata.org/grapher/deaths-risk-factor-15-49years,https://ourworldindata.org/grapher/deaths-risk-factor-5-14years,https://ourworldindata.org/grapher/deaths-risk-factor-50-69years,https://ourworldindata.org/grapher/deaths-by-risk-factor-over-70,https://ourworldindata.org/grapher/deaths-by-risk-under5s,https://ourworldindata.org/grapher/number-of-deaths-from-road-injuries,https://ourworldindata.org/grapher/number-of-executions,https://ourworldindata.org/grapher/number-of-reported-road-incidents,https://ourworldindata.org/grapher/probability-of-death-from-any-of-the-top-global-causes-of-death,https://ourworldindata.org/grapher/malnutrition-death-rates-by-age,https://ourworldindata.org/grapher/share-guardian-media-coverage,https://ourworldindata.org/grapher/death-coverage-in-nyt,https://ourworldindata.org/grapher/relative-share-of-google-searches-for-causes-of-death,https://ourworldindata.org/grapher/relative-share-of-deaths-in-usa,https://ourworldindata.org/grapher/respiratory-disease-death-rate,https://ourworldindata.org/grapher/respiratory-disease-death-rates-by-age,https://ourworldindata.org/grapher/respiratory-disease-deaths-by-age,https://ourworldindata.org/grapher/road-deaths-over-the-long-term,https://ourworldindata.org/grapher/road-death-rate-vs-gdp-per-capita,https://ourworldindata.org/grapher/road-death-rates-by-age,https://ourworldindata.org/grapher/road-mortality-rate-comparison,https://ourworldindata.org/grapher/road-traffic-deaths-sdgs,https://ourworldindata.org/grapher/share-of-deaths-by-cause,https://ourworldindata.org/grapher/stroke-death-rates,https://ourworldindata.org/grapher/stroke-death-rates-by-age,https://ourworldindata.org/grapher/deaths-by-cause-category-stacked,https://ourworldindata.org/grapher/total-number-of-fatal-shark-attacks,https://ourworldindata.org/grapher/total-shark-attacks-per-year,https://ourworldindata.org/grapher/twentieth-century-of-deaths-us
Child Health,https://ourworldindata.org/grapher/child-mortality-vs-open-defecation,https://ourworldindata.org/grapher/child-mortality-vs-wasting,https://ourworldindata.org/grapher/child-mortality-vs-prevalence-of-stunting,https://ourworldindata.org/grapher/coverage-of-diphtheria-tetanus-pertussis-vaccine,https://ourworldindata.org/grapher/coverage-of-the-human-papillomavirus-vaccine,https://ourworldindata.org/grapher/infant-mortality-vs-prenatal-care,https://ourworldindata.org/grapher/prevalence-of-childhood-stunting-vs-improved-sanitation-facilities,https://ourworldindata.org/grapher/prevalence-of-stunting-male-vs-female,https://ourworldindata.org/grapher/prevalence-of-stunting-vs-improved-sanitation-facilities,https://ourworldindata.org/grapher/prevalence-of-undernourishment-vs-share-of-children-who-are-stunted,https://ourworldindata.org/grapher/extreme-poverty-vs-prevalence-of-underweight-children,https://ourworldindata.org/grapher/proportion-of-children-developmentally-on-track,https://ourworldindata.org/grapher/share-of-children-underweight,https://ourworldindata.org/grapher/share-of-children-who-are-overweight,https://ourworldindata.org/grapher/children-who-are-overweight-sdgs,https://ourworldindata.org/grapher/share-of-children-younger-than-5-who-suffer-from-stunting,https://ourworldindata.org/grapher/child-stunting-ihme,https://ourworldindata.org/grapher/stunting-vs-level-of-prosperity-over-time-ihme,https://ourworldindata.org/grapher/share-of-children-with-a-weight-too-low-for-their-height-wasting,https://ourworldindata.org/grapher/child-wasting-ihme,https://ourworldindata.org/grapher/children-who-receive-ors,https://ourworldindata.org/grapher/share-of-children-younger-than-5-who-suffer-from-stunting-no-tolerance-on-years,https://ourworldindata.org/grapher/stunting-vs-level-of-prosperity-over-time,https://ourworldindata.org/grapher/stunting-vs-level-of-prosperity-over-time-by-income-group,https://ourworldindata.org/grapher/the-percentage-of-neonates-protected-at-birth-against-neonatal-tetanus
Child Labor,https://ourworldindata.org/grapher/average-working-hours-of-children,https://ourworldindata.org/grapher/incidence-of-child-labour-in-italy,https://ourworldindata.org/grapher/children-in-employment-ages-7-14-vs-weekly-hours-worked-by-children-ages-7-14,https://ourworldindata.org/grapher/does-the-constitution-place-limits-on-child-employment,https://ourworldindata.org/grapher/global-incidence-of-child-labour-2,https://ourworldindata.org/grapher/global-incidence-of-child-labour-by-age-groups,https://ourworldindata.org/grapher/global-incidence-of-child-labour,https://ourworldindata.org/grapher/incidence-of-child-labour-in-the-uk,https://ourworldindata.org/grapher/incidence-of-child-labour-in-the-united-states,https://ourworldindata.org/grapher/incidence-of-child-labour-in-the-united-states-1890-1930,https://ourworldindata.org/grapher/number-of-children-5-14-years-in-employment,https://ourworldindata.org/grapher/percentage-of-children-in-employment-by-sex,https://ourworldindata.org/grapher/children-aged-5-17-years-engaged-in-labour,https://ourworldindata.org/grapher/children-aged-5-17-engaged-in-labour,https://ourworldindata.org/grapher/incidence-of-child-labour,https://ourworldindata.org/grapher/incidence-of-child-labour-in-india,https://ourworldindata.org/grapher/incidence-of-child-labour-vs-gdp-per-capita,https://ourworldindata.org/grapher/incidence-of-child-labour-boys-vs-girls,https://ourworldindata.org/grapher/share-of-working-children-who-work-only,https://ourworldindata.org/grapher/various-measures-of-child-labour-incidence,https://ourworldindata.org/grapher/weekly-hours-worked-by-children-7-14-vs-gdp-per-capita-ppp,https://ourworldindata.org/grapher/working-children-out-of-school-ages-7-14-vs-hours-worked-by-children-ages-7-14
Child Mortality,https://ourworldindata.org/grapher/annual-number-of-births-by-world-region,https://ourworldindata.org/grapher/breakdown-of-child-mortality-by-cause,https://ourworldindata.org/grapher/causes-of-death-in-children,https://ourworldindata.org/grapher/child-deaths-by-cause-by-sex-india,https://ourworldindata.org/grapher/child-deaths-by-life-stage,https://ourworldindata.org/grapher/child-deaths-from-rotavirus,https://ourworldindata.org/grapher/child-deaths-in-1960-vs-2019,https://ourworldindata.org/grapher/infant-deaths,https://ourworldindata.org/grapher/child-mortality-around-the-world,https://ourworldindata.org/grapher/child-mortality,https://ourworldindata.org/grapher/child-mortality-by-income-level-of-country,https://ourworldindata.org/grapher/child-mortality-by-sex,https://ourworldindata.org/grapher/child-mortality-line-chart-by-sex,https://ourworldindata.org/grapher/child-mortality-by-source,https://ourworldindata.org/grapher/diarrheal-diseases-vs-handwashing-facilities,https://ourworldindata.org/grapher/diarrheal-diseases-vs-sanitation,https://ourworldindata.org/grapher/child-mortality-respiratory-infections-vs-clean-fuels,https://ourworldindata.org/grapher/child-mortality-from-ari-vs-treatment,https://ourworldindata.org/grapher/u5mr-vs-2019,https://ourworldindata.org/grapher/child-mortality-rate-ihme,https://ourworldindata.org/grapher/child-mortality-igme,https://ourworldindata.org/grapher/child-mortality-rate-sdgs,https://ourworldindata.org/grapher/child-mortality-1990-vs-latest-slope,https://ourworldindata.org/grapher/child-mortality-2010-vs-2017-slope,https://ourworldindata.org/grapher/child-mortality-rate-by-gender,https://ourworldindata.org/grapher/child-mortality-vs-open-defecation,https://ourworldindata.org/grapher/child-mortality-1970-vs-now,https://ourworldindata.org/grapher/child-mortality-rate-including-un-projections-through-2100,https://ourworldindata.org/grapher/child-mortality-gdp-per-capita,https://ourworldindata.org/grapher/child-mortality-byvs-level-of-prosperity-regression,https://ourworldindata.org/grapher/per-capita-total-expenditure-on-health-vs-child-mortality,https://ourworldindata.org/grapher/child-mortality-vs-share-of-children-immunized-against-diphtheria-pertussis-and-tetanus,https://ourworldindata.org/grapher/child-mortality-vs-anemia-pregnant-women,https://ourworldindata.org/grapher/child-mortality-vs-wasting,https://ourworldindata.org/grapher/child-mortality-vs-prevalence-of-stunting,https://ourworldindata.org/grapher/child-mortality-vs-share-who-are-anemic,https://ourworldindata.org/grapher/extreme-poverty-vs-child-mortality,https://ourworldindata.org/grapher/child-mortality-vs-health-expenditure-over-time,https://ourworldindata.org/grapher/child-mortality-vs-teenage-pregnancy,https://ourworldindata.org/grapher/child-mortality-vs-ari-treatment,https://ourworldindata.org/grapher/correlation-between-child-mortality-and-mean-years-of-schooling-for-those-aged-15-and-older,https://ourworldindata.org/grapher/child-mortality-ihme-vs-un-igme,https://ourworldindata.org/grapher/un-igme-vs-un-desa,https://ourworldindata.org/grapher/childhood-deaths-from-the-five-most-lethal-infectious-diseases-worldwide,https://ourworldindata.org/grapher/Children-woman-death-vs-survival,https://ourworldindata.org/grapher/deaths-from-preterm-birth-complications,https://ourworldindata.org/grapher/pneumonia-death-rates-in-children-under-5,https://ourworldindata.org/grapher/diarrheal-disease-death-rates-in-children-under-5,https://ourworldindata.org/grapher/govt-effectiveness-healthcare-spending-child-mortality,https://ourworldindata.org/grapher/poverty-and-child-mortality,https://ourworldindata.org/grapher/global-child-deaths-by-cause,https://ourworldindata.org/grapher/global-child-mortality-timeseries,https://ourworldindata.org/grapher/global-infant-deaths-by-region,https://ourworldindata.org/grapher/infant-death-rates-by-cause-by-sex,https://ourworldindata.org/grapher/sdg-target-on-child-mortality,https://ourworldindata.org/grapher/sdg-target-on-neonatal-mortality,https://ourworldindata.org/grapher/infant-mortality-by-sex,https://ourworldindata.org/grapher/infant-mortality,https://ourworldindata.org/grapher/infant-mortality-vs-prenatal-care,https://ourworldindata.org/grapher/births-in-uk-22-weeks-gestation,https://ourworldindata.org/grapher/child-mortality-mdgs,https://ourworldindata.org/grapher/maternal-mortality-vs-neonatal-mortality,https://ourworldindata.org/grapher/neonatal-mortality-vs-births-attended-by-staff,https://ourworldindata.org/grapher/neonatal-infant-and-child-mortality-rates,https://ourworldindata.org/grapher/child-deaths-igme-data,https://ourworldindata.org/grapher/number-of-child-deaths-slope-chart,https://ourworldindata.org/grapher/child-deaths-by-source,https://ourworldindata.org/grapher/children-died-before-five-per-woman,https://ourworldindata.org/grapher/number-of-deaths-from-pneumonia-in-children-under-5,https://ourworldindata.org/grapher/number-of-infant-deaths,https://ourworldindata.org/grapher/number-of-neonatal-deaths,https://ourworldindata.org/grapher/number-of-neonatal-deaths-ihme,https://ourworldindata.org/grapher/number-of-neonatal-deaths-by-region,https://ourworldindata.org/grapher/number-of-preterm-births,https://ourworldindata.org/grapher/number-of-under-five-deaths,https://ourworldindata.org/grapher/number-of-under-five-deaths-by-region,https://ourworldindata.org/grapher/preterm-birth-rate-vs-gdp-per-capita,https://ourworldindata.org/grapher/diarrheal-prevalence-rates-vs-gdp-per-capita,https://ourworldindata.org/grapher/prevalence-of-diarrheal-disease-vs-treatment,https://ourworldindata.org/grapher/avertable-deaths-from-rotavirus-with-full-vaccine-coverage,https://ourworldindata.org/grapher/pneumonia-careseeking,https://ourworldindata.org/grapher/preterm-birth-rates,https://ourworldindata.org/grapher/stillbirth-rate-uk,https://ourworldindata.org/grapher/the-decline-of-child-mortality-by-healtcare-spending-endpoints,https://ourworldindata.org/grapher/the-decline-of-child-mortality-by-level-of-prosperity-endpoints,https://ourworldindata.org/grapher/youth-mortality-rate
